Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cuba,CUB,"Population, total",SP.POP.TOTL,7267395,7418518,7574265,7736352,7902286,8067651,8230450,8390962,8550286,8709654,8869636,9025709,9169289,9297924,9413105,9514305,9600862,9672546,9729986,9774711,9809107,9848560,9908874,9984591,10065539,10149044,10235480,10326910,10425433,10527187,10626680,10713812,10783748,10840934,10887207,10926703,10963031,10998129,11033758,11070094,11105791,11139127,11170051,11199217,11225294,11246114,11260630,11269887,11276609,11283185,11290417,11298710,11309290,11321579,11332026,11339894,11342012,11336405,11328244,11316697,11300698,11256372,11212191,11194449
Curacao,CUW,"Population, total",SP.POP.TOTL,124826,126125,128414,130860,133148,135266,136682,138140,140298,142581,144739,147389,147710,146912,148351,149129,149399,149459,148341,147851,148041,148629,150101,151159,151940,152711,152662,151456,149254,146937,145400,144403,143912,144299,144630,145139,146306,146956,144472,139428,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157980,159664,160175,159336,157441,154947,152369,149996,147862
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,8473,8626,8799,8985,9172,9366,9566,9771,9981,10181,10533,11117,11778,12443,13118,13791,14456,15116,15746,16378,17100,17904,18729,19572,20433,21313,22195,23075,23956,24888,26027,27340,28677,30038,31418,32802,34194,35579,36947,38295,39658,41054,42456,43862,45286,46727,48177,49647,51123,52602,54074,55492,56860,58212,59559,60911,62255,63581,64884,66134,67311,68136,68706,69310
Cyprus,CYP,"Population, total",SP.POP.TOTL,585725,594771,601095,607072,612338,617345,622566,627695,632452,636821,640804,644413,647620,650705,648585,644982,648868,656414,663975,671611,679327,687170,696227,707477,719678,731664,743446,755021,766412,777592,788500,799061,810431,825986,844444,862418,880058,897471,914660,931600,948237,964830,982194,1000350,1018684,1037062,1055438,1073873,1092390,1110974,1129686,1145086,1156556,1166968,1176995,1187280,1197881,1208523,1218831,1228836,1237537,1244188,1251488,1260138
Czechia,CZE,"Population, total",SP.POP.TOTL,9602006,9586651,9624660,9670685,9727804,9779358,9821040,9852899,9876346,9896580,9858071,9826815,9867632,9922266,9988459,10058620,10125939,10186755,10242098,10292341,10304193,10300591,10314826,10323856,10330213,10337118,10342227,10347318,10355276,10361068,10333355,10308578,10319123,10329855,10333587,10327253,10315241,10304131,10294373,10283860,10255063,10216605,10196916,10193998,10197101,10211216,10238905,10298828,10384603,10443936,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10873689
Germany,DEU,"Population, total",SP.POP.TOTL,72814900,73377632,74025784,74714353,75318337,75963695,76600311,76951336,77294314,77909682,78169289,78312842,78688452,78936666,78967433,78673554,78336950,78159814,78091820,78126350,78288576,78407907,78333366,78128282,77858685,77684873,77720436,77839920,78144619,78751283,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985,84482267
Djibouti,DJI,"Population, total",SP.POP.TOTL,85940,89270,93122,97670,102945,108772,114874,121168,127668,135390,144379,154225,165234,177327,191389,208582,229304,253083,278425,302856,324121,341316,355110,367726,382156,400709,424286,452272,482337,521104,577173,628521,623197,611231,623477,629619,644649,667786,694920,719371,742033,765490,789129,806411,818373,830861,846947,865196,882886,901103,919199,936811,954297,971753,989087,1006259,1023261,1040233,1057198,1073994,1090156,1105557,1120849,1136455
Dominica,DMA,"Population, total",SP.POP.TOTL,59379,60395,61224,62031,62843,63744,64728,65760,66865,68007,68895,69430,69870,70334,70822,71300,71748,72142,72478,72768,72978,72932,72626,72269,71936,71596,71215,70808,70397,69975,69481,69141,69112,69169,69198,69201,69166,69081,68938,68698,68346,68153,68262,68442,68574,68674,68742,68775,68782,68787,68755,68742,68888,68819,69371,70007,70075,70403,70823,71428,71995,72412,72737,73040
Denmark,DNK,"Population, total",SP.POP.TOTL,4579603,4611687,4647727,4684483,4722072,4759012,4797381,4835354,4864883,4891860,4928757,4963126,4991596,5021861,5045297,5059862,5072596,5088419,5104248,5116801,5123027,5121572,5117810,5114297,5111619,5113691,5120534,5127024,5129516,5132594,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,3298021,3408415,3521164,3635798,3752313,3868712,3987090,4108916,4230877,4352954,4475871,4599841,4724801,4851183,4978582,5106453,5235318,5365074,5495443,5625864,5755800,5885244,6014979,6147213,6282104,6417798,6554325,6692720,6834207,6980033,7129004,7278402,7427340,7576074,7723934,7869753,8012314,8150076,8282126,8411374,8540791,8669040,8795101,8919852,9043127,9164768,9284168,9402206,9522948,9648061,9775755,9903737,10030882,10157051,10282115,10405832,10527592,10647244,10765531,10881882,10999664,11117873,11228821,11332972
Algeria,DZA,"Population, total",SP.POP.TOTL,11394307,11598608,11778260,11969451,12179099,12381256,12613389,12897115,13190975,13491016,13795915,14110271,14439748,14786469,15153602,15724692,16500516,17134192,17632645,18166981,18739378,19351357,20000096,20682111,21393530,22132905,22882553,23586101,24243018,24889507,25518074,26133905,26748303,27354327,27937006,28478022,28984634,29476031,29924668,30346083,30774621,31200985,31624696,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154,40339329,41136546,41927007,42705368,43451666,44177969,44903225,45606480
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,896452801,895982616,907849084,931103981,953977437,977483065,1004323080,1030442864,1057583766,1086447495,1116170774,1146513513,1175144020,1202800072,1228896581,1252472762,1274251072,1294846389,1315749587,1336881495,1357568923,1378929135,1402542074,1426243031,1448866962,1472135650,1496876017,1523084914,1549637871,1575635488,1601222039,1625888128,1649237070,1671930685,1694403785,1716310165,1737842789,1759202933,1779768710,1798994292,1816986829,1834082049,1850453077,1866220978,1881541652,1896768430,1911702057,1926287101,1940749039,1955023279,1969168373,1984249541,2001246209,2018050656,2034247084,2049740052,2065155186,2080901482,2094506990,2106374009,2116360715,2123610397,2129094071,2133652241
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,979461502,1004319366,1029962253,1056327420,1083430197,1110603410,1137875812,1166092667,1195278339,1225287413,1255661025,1285672098,1316555228,1349249410,1382608576,1416414404,1450710647,1485833546,1521983049,1559348459,1598348344,1639825731,1682434337,1724928292,1767765290,1811272313,1855624329,1900589995,1946149314,1992092223,2041043553,2088580891,2134566607,2179380224,2223076958,2267616622,2314334474,2361095210,2407186134,2452952807,2499206970,2545843129,2591204247,2635731526,2680567394,2725013738,2769421149,2813790790,2857587007,2901329923,2946285613,2991403487,3035159632,3078407213,3121656203,3165214886,3208369547,3250752755,3292896609,3334561751,3374383528,3411268373,3447398652,3486290439
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,1043333636,1045203037,1059600211,1085398906,1110819272,1136927045,1166227679,1194567141,1224255729,1255933616,1288490485,1322732627,1354211283,1384704173,1413718269,1439944265,1464087148,1486953865,1510060320,1533514709,1556403010,1580048609,1605925794,1631735726,1656258164,1681267266,1707611028,1735427884,1763555005,1791156275,1818247576,1844603995,1869453624,1893594516,1917553356,1940892820,1964042971,1986768093,2008680261,2028993034,2048148696,2066530023,2083969920,2100610344,2116651449,2132517760,2148405823,2164155292,2179914111,2195169711,2210203758,2225992094,2243776727,2261274500,2278232287,2294507020,2310721864,2327132966,2341383691,2353856866,2363934334,2370214403,2375208613,2380601170
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,128004868,130820612,133624232,136412403,139183218,141850212,144532646,147243299,149917246,152495588,154904402,157302537,159769903,162210682,164636799,167025422,169417382,171856019,174295734,176711498,179134330,181605180,184101787,186767082,189482130,192169372,194943688,197778590,200590588,202941311,205274329,207469747,209295467,210691828,211613719,212235863,213252888,214167783,214788022,215247930,216002444,216892662,217808502,218779991,219860219,220987094,222181747,223150949,224757863,226581984,228742156,230906639,232735642,234709774,236718663,238848390,240976831,243006453,245052675,247195931,248913167,250663105,246915820,247474425
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,666316810,674006055,681853980,689723879,697597298,705266930,712106610,718908748,725472765,731807369,737417742,742980383,749108833,755028396,760712783,766207613,771636189,776969009,782276619,787563097,792958926,798163948,802960230,807615842,812473775,817419352,822539979,827779053,833073833,837911059,842133494,846468500,849923742,852844448,855003604,856623954,858323941,859830347,861000616,861975173,862909497,864048235,865618646,867833353,870382097,873001450,875680116,878472460,882068986,885603905,889077806,891273900,894705970,898764759,902938502,907094808,911173722,914748588,918181600,921212388,923384672,924168763,920988359,923929755
Ecuador,ECU,"Population, total",SP.POP.TOTL,4618158,4751507,4890425,5034334,5183283,5337351,5495761,5658446,5825663,5997037,6172215,6350944,6533630,6720443,6911123,7105786,7304349,7506665,7712718,7922490,8135845,8352602,8572607,8795873,9022979,9254311,9490096,9729376,9969788,10210185,10449837,10686279,10914222,11132829,11347652,11561683,11775221,11987838,12199693,12412046,12626507,12845521,13070609,13301184,13534593,13770012,14009061,14251835,14496797,14742766,14989585,15237728,15483883,15722989,15957994,16195902,16439585,16696944,17015672,17343740,17588595,17797737,18001000,18190484
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,27034499,27747867,28485022,29245936,30026648,30818469,31613132,32408414,33204629,33995955,34781986,35555969,36330768,37120776,37930374,38775584,39649050,40577356,41576636,42632458,43748556,44899573,46088647,47353665,48676443,50035843,51424313,52841319,54298446,55765843,57214630,58611032,59989142,61382200,62775847,64166908,65565195,66993728,68446011,69907887,71371371,72854261,74393759,75963322,77522427,79075310,80629670,82218755,83844783,85501064,87252413,89200054,91240376,93377890,95592324,97723799,99784030,101789386,103740765,105618671,107465134,109262178,110990103,112716598
Euro area,EMU,"Population, total",SP.POP.TOTL,269385168,271727867,274105087,276517540,278953378,281432987,283803777,285908171,287907506,289911679,291544661,293192129,295189531,297059919,298719155,300215183,301525335,302746591,304018977,305309331,306668989,307893389,308788172,309428033,309939418,310521622,311282260,312125526,313147164,314457467,315870845,317411362,318746422,320056200,321026530,321810273,322570180,323308056,323978576,324784751,325792924,326862028,328443707,330208234,332006792,333709006,335250759,336971054,338599969,339682801,340467048,339722971,340450693,341584506,342725321,343718279,344683796,345370612,346153001,346517987,346961127,346942960,348331552,350357398
Eritrea,ERI,"Population, total",SP.POP.TOTL,993568,1016932,1041552,1067295,1094042,1121739,1150264,1179554,1209602,1240562,1272748,1306234,1340838,1376516,1413220,1450867,1489656,1529802,1571193,1613829,1657982,1703789,1751045,1799814,1849594,1899243,1949611,2000355,2051546,2102131,2149960,2039220,1921153,1981419,2042500,2157220,2264073,2291561,2322753,2356477,2392880,2461927,2547424,2653390,2763140,2831732,2880093,2926168,3005779,3083888,3147727,3207570,3252596,3296367,3323425,3340006,3365287,3396933,3445374,3498818,3555868,3620312,3684032,3748901
Spain,ESP,"Population, total",SP.POP.TOTL,30455000,30739250,31023366,31296651,31609195,31954292,32283194,32682947,33113134,33441054,33814531,34224490,34604469,34988947,35373335,35757900,36137812,36511638,36864898,37191330,37491165,37758631,37986012,38171525,38330364,38469512,38584624,38684815,38766939,38827764,38867322,38966376,39157685,39361262,39549108,39724050,39889852,40057389,40223509,40386875,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236,46797754,47134837,47365655,47415794,47778340,48373336
Estonia,EST,"Population, total",SP.POP.TOTL,1211537,1225077,1241623,1258857,1277086,1294566,1308597,1318946,1331214,1345249,1360076,1376955,1392518,1405951,1418169,1429352,1439576,1450211,1460188,1468333,1477219,1487666,1498414,1508745,1518617,1528781,1540190,1552221,1561900,1568131,1569174,1561314,1533091,1494128,1462514,1436634,1415594,1399535,1386156,1390244,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1366188
Ethiopia,ETH,"Population, total",SP.POP.TOTL,21739710,22281675,22852158,23448979,24073696,24727506,25377645,26051596,26778653,27530388,28308246,29099594,29891328,30694316,31488613,32252783,33062216,33695018,34259065,34758823,34945469,35818844,37213393,38235187,39202890,40285965,41455309,42851957,44511537,46195954,47878073,49937430,52011554,53791672,55620211,57476536,59347649,61233480,63136493,65077579,67031867,69018932,71073215,73168838,75301026,77469940,79691050,81996185,84357105,86755585,89237791,91817929,94451280,97084366,99746766,102471895,105293228,108197950,111129438,114120594,117190911,120283026,123379924,126527060
European Union,EUU,"Population, total",SP.POP.TOTL,356947129,359937892,362998792,366152978,369387359,372533839,375563155,378512582,381280912,383958527,386116472,388229403,390859355,393386261,395778659,398096151,400211366,402170665,404056840,405879948,407760829,409490677,410875285,411956706,412891310,413866961,414996545,416199247,417528527,418925771,420308868,421744728,422972438,424347768,425406851,426212138,426906931,427549432,428122323,428828749,429342455,429910140,430898141,432434810,434059923,435600393,437014860,438484072,439892213,440934530,441552554,440769682,441419873,442496175,443601373,444570054,445515422,446215182,447001100,447367191,447692315,447178093,447370551,449476878
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,245054534,250320873,255792159,261419447,267217843,273158163,279188642,285373478,291752459,298271801,304932033,311832372,318935016,326272935,333989998,341992350,350514335,359107582,367561832,376388838,384920163,392974640,401640207,410883312,420542833,430465285,440305466,450279373,460218589,470693520,483150347,493951561,506399343,519989331,534524440,548658108,561040609,573237237,585939751,599275261,612751355,626553787,641963096,658162649,674132661,690520612,707248050,723930164,741362383,759831151,778734290,797793348,817412582,837410155,857018106,876449625,896306261,916477490,936789597,957873862,979839336,1001870564,1019145355,1042703808
Finland,FIN,"Population, total",SP.POP.TOTL,4429634,4461005,4491443,4523309,4548543,4563732,4580869,4605744,4626469,4623785,4606307,4612124,4639657,4666081,4690574,4711440,4725664,4738902,4752528,4764690,4779535,4799964,4826933,4855787,4881803,4902206,4918154,4932123,4946481,4964371,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,5584264
Fiji,FJI,"Population, total",SP.POP.TOTL,401841,414534,427695,441385,455214,469010,482358,494632,505979,516952,527634,538000,547918,557244,566296,575804,586607,599289,613611,628859,644582,660630,676967,693593,710561,727461,742658,754778,764370,772704,780430,784832,786859,789198,790803,792246,796538,804572,813947,823422,832509,841320,849891,858306,866694,874923,883083,890648,896731,901383,905169,908355,911059,913453,915560,917200,918371,919019,918996,918465,920422,924610,929766,936375
